batchId,fileName,rollNumber,totalQuestions,correct,incorrect,unmarked,score,maxScore,percentage,responses,markedImagePath,status,createdAt,error
batch_20251027_065105,rgb-100-gsm.jpg,,100,0,0,26,74.0,100.0,74.0,"{""q1"": ""D"", ""q2"": ""D"", ""q3"": ""A"", ""q4"": """", ""q5"": ""C"", ""q6"": ""C"", ""q7"": ""B"", ""q8"": """", ""q9"": ""A"", ""q10"": ""C"", ""q11"": ""C"", ""q12"": ""D"", ""q13"": ""A"", ""q14"": ""D"", ""q15"": ""A"", ""q16"": ""C"", ""q17"": ""A"", ""q18"": ""D"", ""q19"": ""B"", ""q20"": ""D"", ""q21"": ""D"", ""q22"": ""C"", ""q23"": ""D"", ""q24"": ""D"", ""q25"": ""D"", ""q26"": ""D"", ""q27"": """", ""q28"": ""B"", ""q29"": ""A"", ""q30"": ""D"", ""q31"": ""D"", ""q32"": ""C"", ""q33"": """", ""q34"": ""B"", ""q35"": """", ""q36"": ""C"", ""q37"": ""D"", ""q38"": """", ""q39"": """", ""q40"": ""A"", ""q41"": """", ""q42"": ""A"", ""q43"": ""C"", ""q44"": ""C"", ""q45"": ""B"", ""q46"": ""C"", ""q47"": ""A"", ""q48"": ""A"", ""q49"": ""C"", ""q50"": """", ""q51"": ""C"", ""q52"": """", ""q53"": ""D"", ""q54"": ""B"", ""q55"": ""C"", ""q56"": """", ""q57"": ""B"", ""q58"": ""C"", ""q59"": ""D"", ""q60"": """", ""q61"": """", ""q62"": ""C"", ""q63"": ""C"", ""q64"": """", ""q65"": ""C"", ""q66"": ""A"", ""q67"": ""B"", ""q68"": ""C"", ""q69"": """", ""q70"": """", ""q71"": """", ""q72"": """", ""q73"": ""D"", ""q74"": ""D"", ""q75"": ""C"", ""q76"": ""D"", ""q77"": ""A"", ""q78"": """", ""q79"": """", ""q80"": ""B"", ""q81"": """", ""q82"": ""B"", ""q83"": ""D"", ""q84"": ""C"", ""q85"": ""C"", ""q86"": """", ""q87"": ""D"", ""q88"": """", ""q89"": ""D"", ""q90"": ""C"", ""q91"": ""D"", ""q92"": ""A"", ""q93"": """", ""q94"": ""A"", ""q95"": """", ""q96"": """", ""q97"": ""A"", ""q98"": ""C"", ""q99"": ""B"", ""q100"": ""A""}",batch_20251027_065105\rgb-100-gsm.jpg.jpg,completed,2025-10-27T06:51:20.715299,
